"","Sepi_PJ_019","Sepi_PJ_020","Sepi_PJ_021","Sepi_PJ_022","Sepi_PJ_023","Sepi_PJ_024","Sepi_PJ_025","Sepi_PJ_026","Sepi_PJ_027"
"Sepi_DM21B07_02453",109374,76902,99075,149730,199008,202404,189631,208359,173501
"Sepi_DM21B07_02454",90338,61288,78892,72650,88036,90357,93857,105144,88178
"Sepi_DM21B07_02455",108523,88657,84707,53630,79911,80351,81895,90172,74839
"Sepi_DM21B07_02456",796,679,770,249,372,401,382,391,334
"Sepi_DM21B07_02457",1773,1451,1599,1362,1784,1736,1932,2062,1601
"Sepi_DM21B07_02458",18195,15076,15098,13070,16311,14629,20595,22117,19177
"Sepi_DM21B07_02459",13493,10802,10643,4669,6163,5890,8197,9792,8189
"Sepi_DM21B07_02460",2161,1908,1836,1264,1466,1349,2125,2424,2031
"Sepi_DM21B07_02461",3108,2572,2818,1955,2487,2505,4010,4063,3365
"Sepi_DM21B07_02462",8701,9444,9432,7956,7542,8832,10899,10902,8673
"Sepi_DM21B07_02463",4854,4357,4645,2560,3589,3496,3998,3622,2933
"Sepi_DM21B07_02464",2891,2339,2180,2814,4359,4442,5035,5766,4814
"Sepi_DM21B07_02465",46789,37943,36542,37388,53296,56624,32246,33491,27266
